spectrum_1,spectrum_2,spectrum_3,spectrum_4,spectrum_5,spectrum_6,spectrum_7,spectrum_8,spectrum_9,spectrum_10,spectrum_11,spectrum_12,spectrum_13,spectrum_14,spectrum_15,spectrum_16,alcohol_percentage,sugar_percentage
17357,7612,11960,23082,6926,7826,4783,11684,13031,4981,6818,8150,24943,13831,9367,17536,7,7
17370,7608,11951,23021,6823,7788,4739,11732,13037,4952,6796,8110,24885,13833,9322,17535,7,7
17331,7626,11996,22980,7003,7784,4744,11685,13088,4935,6773,8099,25061,13820,9357,17745,7,7
17322,7644,11943,22947,7078,7803,4757,11674,12932,4968,6798,8138,25084,13875,9374,17624,7,7
17290,7594,11942,22947,7249,7788,4743,11665,13097,4953,6789,8107,25096,13859,9359,17586,7,7
17310,7636,11933,22918,7178,7759,4719,11681,13130,4939,6788,8137,25028,13837,9361,17627,7,7
17317,7615,11927,23008,7083,7761,4738,11601,13060,4921,6768,8091,25041,13804,9323,17626,7,7
17258,7635,11937,22902,7180,7765,4736,11691,13123,4948,6773,8102,25057,13848,9329,17644,7,7
17308,7628,11959,22895,7089,7752,4719,11696,13088,4928,6778,8099,24872,13803,9327,17592,7,7
17305,7619,11923,22961,7185,7760,4736,11654,13069,4944,6766,8104,25011,13775,9313,17518,7,7
17326,7626,11986,23067,7064,7765,4746,11681,13062,4945,6771,8103,25023,13818,9329,17594,7,7
17299,7617,11986,23043,7027,7759,4749,11726,13060,4934,6761,8102,24919,13782,9312,17539,7,7
17323,7561,11947,23015,7079,7747,4721,11681,13123,4911,6729,8051,24854,13750,9298,17485,7,7
